Month_Index,Current_Age_Year,Current_Age_Month,Is_Alive_Year_Start,Prob_Survival_To_Year_Start,Discount_Factor,Stream_Early_Cashflow,Stream_Early_PV,Stream_Delayed_Cashflow,Stream_Delayed_PV
605,105,5,105,0.001917,0.225315,1000.0,0.4319,1499.84,0.6477
606,105,6,105,0.001917,0.224761,1000.0,0.4308,1499.84,0.6461
607,105,7,105,0.001917,0.224208,1000.0,0.4298,1499.84,0.6446
608,105,8,105,0.001917,0.223656,1000.0,0.4287,1499.84,0.6430
609,105,9,105,0.001917,0.223106,1000.0,0.4276,1499.84,0.6414
610,105,10,105,0.001917,0.222557,1000.0,0.4266,1499.84,0.6398
611,105,11,105,0.001917,0.222009,1000.0,0.4255,1499.84,0.6382
612,106,0,106,0.001036,0.221463,1000.0,0.2295,1499.84,0.3442
613,106,1,106,0.001036,0.220918,1000.0,0.2289,1499.84,0.3433
614,106,2,106,0.001036,0.220375,1000.0,0.2284,1499.84,0.3425
615,106,3,106,0.001036,0.219833,1000.0,0.2278,1499.84,0.3416
616,106,4,106,0.001036,0.219292,1000.0,0.2272,1499.84,0.3408
617,106,5,106,0.001036,0.218752,1000.0,0.2267,1499.84,0.3400
618,106,6,106,0.001036,0.218214,1000.0,0.2261,1499.84,0.3391
619,106,7,106,0.001036,0.217677,1000.0,0.2256,1499.84,0.3383
620,106,8,106,0.001036,0.217142,1000.0,0.2250,1499.84,0.3375
621,106,9,106,0.001036,0.216608,1000.0,0.2244,1499.84,0.3366
622,106,10,106,0.001036,0.216075,1000.0,0.2239,1499.84,0.3358
623,106,11,106,0.001036,0.215543,1000.0,0.2233,1499.84,0.3350
624,107,0,107,0.000540,0.215013,1000.0,0.1162,1499.84,0.1743
625,107,1,107,0.000540,0.214484,1000.0,0.1159,1499.84,0.1739
626,107,2,107,0.000540,0.213956,1000.0,0.1156,1499.84,0.1734
627,107,3,107,0.000540,0.213430,1000.0,0.1154,1499.84,0.1730
628,107,4,107,0.000540,0.212905,1000.0,0.1151,1499.84,0.1726
629,107,5,107,0.000540,0.212381,1000.0,0.1148,1499.84,0.1722
630,107,6,107,0.000540,0.211858,1000.0,0.1145,1499.84,0.1717
631,107,7,107,0.000540,0.211337,1000.0,0.1142,1499.84,0.1713
632,107,8,107,0.000540,0.210817,1000.0,0.1139,1499.84,0.1709
633,107,9,107,0.000540,0.210299,1000.0,0.1137,1499.84,0.1705
634,107,10,107,0.000540,0.209781,1000.0,0.1134,1499.84,0.1701
635,107,11,107,0.000540,0.209265,1000.0,0.1131,1499.84,0.1696
636,108,0,108,0.000272,0.208750,1000.0,0.0568,1499.84,0.0852
637,108,1,108,0.000272,0.208237,1000.0,0.0567,1499.84,0.0850
638,108,2,108,0.000272,0.207724,1000.0,0.0566,1499.84,0.0848
639,108,3,108,0.000272,0.207213,1000.0,0.0564,1499.84,0.0846
640,108,4,108,0.000272,0.206704,1000.0,0.0563,1499.84,0.0844
641,108,5,108,0.000272,0.206195,1000.0,0.0561,1499.84,0.0842
642,108,6,108,0.000272,0.205688,1000.0,0.0560,1499.84,0.0840
643,108,7,108,0.000272,0.205182,1000.0,0.0559,1499.84,0.0838
644,108,8,108,0.000272,0.204677,1000.0,0.0557,1499.84,0.0836
645,108,9,108,0.000272,0.204173,1000.0,0.0556,1499.84,0.0834
646,108,10,108,0.000272,0.203671,1000.0,0.0554,1499.84,0.0832
647,108,11,108,0.000272,0.203170,1000.0,0.0553,1499.84,0.0830
648,109,0,109,0.000133,0.202670,1000.0,0.0269,1499.84,0.0403
649,109,1,109,0.000133,0.202172,1000.0,0.0268,1499.84,0.0402
650,109,2,109,0.000133,0.201674,1000.0,0.0267,1499.84,0.0401
651,109,3,109,0.000133,0.201178,1000.0,0.0267,1499.84,0.0400
652,109,4,109,0.000133,0.200683,1000.0,0.0266,1499.84,0.0399
653,109,5,109,0.000133,0.200189,1000.0,0.0265,1499.84,0.0398
654,109,6,109,0.000133,0.199697,1000.0,0.0265,1499.84,0.0397
655,109,7,109,0.000133,0.199206,1000.0,0.0264,1499.84,0.0396
656,109,8,109,0.000133,0.198715,1000.0,0.0263,1499.84,0.0395
657,109,9,109,0.000133,0.198227,1000.0,0.0263,1499.84,0.0394
658,109,10,109,0.000133,0.197739,1000.0,0.0262,1499.84,0.0393
659,109,11,109,0.000133,0.197252,1000.0,0.0261,1499.84,0.0392
660,110,0,110,0.000062,0.196767,1000.0,0.0123,1499.84,0.0184
661,110,1,110,0.000062,0.196283,1000.0,0.0123,1499.84,0.0184
662,110,2,110,0.000062,0.195800,1000.0,0.0122,1499.84,0.0183
663,110,3,110,0.000062,0.195318,1000.0,0.0122,1499.84,0.0183
664,110,4,110,0.000062,0.194838,1000.0,0.0122,1499.84,0.0183
665,110,5,110,0.000062,0.194359,1000.0,0.0121,1499.84,0.0182
666,110,6,110,0.000062,0.193880,1000.0,0.0121,1499.84,0.0182
667,110,7,110,0.000062,0.193403,1000.0,0.0121,1499.84,0.0181
668,110,8,110,0.000062,0.192928,1000.0,0.0121,1499.84,0.0181
669,110,9,110,0.000062,0.192453,1000.0,0.0120,1499.84,0.0180
670,110,10,110,0.000062,0.191980,1000.0,0.0120,1499.84,0.0180
671,110,11,110,0.000062,0.191507,1000.0,0.0120,1499.84,0.0179
672,111,0,111,0.000000,0.191036,1000.0,0.0000,1499.84,0.0000
673,111,1,111,0.000000,0.190566,1000.0,0.0000,1499.84,0.0000
674,111,2,111,0.000000,0.190097,1000.0,0.0000,1499.84,0.0000
675,111,3,111,0.000000,0.189630,1000.0,0.0000,1499.84,0.0000
676,111,4,111,0.000000,0.189163,1000.0,0.0000,1499.84,0.0000
677,111,5,111,0.000000,0.188698,1000.0,0.0000,1499.84,0.0000
678,111,6,111,0.000000,0.188233,1000.0,0.0000,1499.84,0.0000
679,111,7,111,0.000000,0.187770,1000.0,0.0000,1499.84,0.0000
680,111,8,111,0.000000,0.187308,1000.0,0.0000,1499.84,0.0000
681,111,9,111,0.000000,0.186848,1000.0,0.0000,1499.84,0.0000
682,111,10,111,0.000000,0.186388,1000.0,0.0000,1499.84,0.0000
683,111,11,111,0.000000,0.185929,1000.0,0.0000,1499.84,0.0000
684,112,0,112,0.000000,0.185472,1000.0,0.0000,1499.84,0.0000
685,112,1,112,0.000000,0.185016,1000.0,0.0000,1499.84,0.0000
686,112,2,112,0.000000,0.184560,1000.0,0.0000,1499.84,0.0000
687,112,3,112,0.000000,0.184106,1000.0,0.0000,1499.84,0.0000
688,112,4,112,0.000000,0.183653,1000.0,0.0000,1499.84,0.0000
689,112,5,112,0.000000,0.183202,1000.0,0.0000,1499.84,0.0000
690,112,6,112,0.000000,0.182751,1000.0,0.0000,1499.84,0.0000
691,112,7,112,0.000000,0.182301,1000.0,0.0000,1499.84,0.0000
692,112,8,112,0.000000,0.181853,1000.0,0.0000,1499.84,0.0000
693,112,9,112,0.000000,0.181405,1000.0,0.0000,1499.84,0.0000
694,112,10,112,0.000000,0.180959,1000.0,0.0000,1499.84,0.0000
695,112,11,112,0.000000,0.180514,1000.0,0.0000,1499.84,0.0000
696,113,0,113,0.000000,0.180070,1000.0,0.0000,1499.84,0.0000
697,113,1,113,0.000000,0.179627,1000.0,0.0000,1499.84,0.0000
698,113,2,113,0.000000,0.179185,1000.0,0.0000,1499.84,0.0000
699,113,3,113,0.000000,0.178744,1000.0,0.0000,1499.84,0.0000
700,113,4,113,0.000000,0.178304,1000.0,0.0000,1499.84,0.0000
701,113,5,113,0.000000,0.177866,1000.0,0.0000,1499.84,0.0000
702,113,6,113,0.000000,0.177428,1000.0,0.0000,1499.84,0.0000
703,113,7,113,0.000000,0.176992,1000.0,0.0000,1499.84,0.0000
704,113,8,113,0.000000,0.176556,1000.0,0.0000,1499.84,0.0000
705,113,9,113,0.000000,0.176122,1000.0,0.0000,1499.84,0.0000
706,113,10,113,0.000000,0.175688,1000.0,0.0000,1499.84,0.0000
707,113,11,113,0.000000,0.175256,1000.0,0.0000,1499.84,0.0000
708,114,0,114,0.000000,0.174825,1000.0,0.0000,1499.84,0.0000
709,114,1,114,0.000000,0.174395,1000.0,0.0000,1499.84,0.0000
710,114,2,114,0.000000,0.173966,1000.0,0.0000,1499.84,0.0000
711,114,3,114,0.000000,0.173538,1000.0,0.0000,1499.84,0.0000
712,114,4,114,0.000000,0.173111,1000.0,0.0000,1499.84,0.0000
713,114,5,114,0.000000,0.172685,1000.0,0.0000,1499.84,0.0000
714,114,6,114,0.000000,0.172260,1000.0,0.0000,1499.84,0.0000
715,114,7,114,0.000000,0.171836,1000.0,0.0000,1499.84,0.0000
716,114,8,114,0.000000,0.171414,1000.0,0.0000,1499.84,0.0000
717,114,9,114,0.000000,0.170992,1000.0,0.0000,1499.84,0.0000
718,114,10,114,0.000000,0.170571,1000.0,0.0000,1499.84,0.0000
719,114,11,114,0.000000,0.170152,1000.0,0.0000,1499.84,0.0000
